name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,num_constraints,verified,millis
synth-n_1600-m_290831-k_150-p_0.2.txt,1600,290831,0,0,-1,0,248,false,90000
synth-n_1600-m_301143-k_200-p_0.2.txt,1600,301143,0,0,-1,0,266,false,90000
synth-n_1600-m_68907-k_70-p_0.05.txt,1600,68907,2,0,70,70,167,true,26277
synth-n_1600-m_70865-k_100-p_0.05.txt,1600,70865,3,0,-1,100,245,true,35316
synth-n_1600-m_72748-k_120-p_0.05.txt,1600,72748,0,0,-1,120,336,true,51708
synth-n_1600-m_74607-k_150-p_0.05.txt,1600,74607,0,0,-1,150,363,true,48738
synth-n_1600-m_77345-k_200-p_0.05.txt,1600,77345,0,0,-1,200,590,true,81949
synth-n_200-m_1076-k_10-p_0.05.txt,200,1076,200,10,10,10,0,true,0
synth-n_200-m_1167-k_15-p_0.05.txt,200,1167,62,1,15,15,33,true,17
synth-n_200-m_1175-k_20-p_0.05.txt,200,1175,43,0,20,20,46,true,33
synth-n_200-m_1245-k_25-p_0.05.txt,200,1245,48,0,24,24,50,true,28
synth-n_200-m_1266-k_30-p_0.05.txt,200,1266,38,0,30,30,80,true,55
synth-n_200-m_1336-k_50-p_0.05.txt,200,1336,15,0,45,45,373,true,545
synth-n_200-m_1434-k_70-p_0.05.txt,200,1434,2,0,-1,0,1121,false,90000
synth-n_200-m_2169-k_15-p_0.1.txt,200,2169,25,1,15,15,25,true,28
synth-n_200-m_2199-k_10-p_0.1.txt,200,2199,20,0,10,10,21,true,27
synth-n_200-m_2293-k_20-p_0.1.txt,200,2293,12,0,20,20,44,true,55
synth-n_200-m_2369-k_25-p_0.1.txt,200,2369,13,0,25,25,57,true,60
synth-n_200-m_2491-k_30-p_0.1.txt,200,2491,8,0,30,30,77,true,99
synth-n_200-m_2592-k_50-p_0.1.txt,200,2592,1,0,50,50,301,true,469
synth-n_200-m_2772-k_70-p_0.1.txt,200,2772,0,0,70,70,739,true,3154
synth-n_200-m_4301-k_10-p_0.2.txt,200,4301,5,0,10,10,16,true,29
synth-n_200-m_4485-k_20-p_0.2.txt,200,4485,0,0,20,20,59,true,137
synth-n_200-m_4497-k_15-p_0.2.txt,200,4497,4,0,15,15,27,true,51
synth-n_200-m_4763-k_25-p_0.2.txt,200,4763,0,0,25,25,45,true,107
synth-n_200-m_4854-k_30-p_0.2.txt,200,4854,1,0,30,30,61,true,132
synth-n_200-m_5144-k_50-p_0.2.txt,200,5144,0,0,50,50,408,true,847
synth-n_200-m_5366-k_70-p_0.2.txt,200,5366,0,0,70,70,886,true,2696
synth-n_2000-m_106592-k_70-p_0.05.txt,2000,106592,9,0,70,70,158,true,47726
synth-n_2000-m_108739-k_100-p_0.05.txt,2000,108739,1,0,-1,100,252,true,75540
synth-n_2000-m_110886-k_120-p_0.05.txt,2000,110886,2,0,-1,0,331,false,90000
synth-n_2000-m_112582-k_150-p_0.05.txt,2000,112582,0,0,-1,0,375,false,90000
synth-n_2000-m_117145-k_200-p_0.05.txt,2000,117145,0,0,-1,0,451,false,90000
synth-n_2000-m_212793-k_70-p_0.1.txt,2000,212793,0,0,-1,70,135,true,66952
synth-n_2000-m_217131-k_100-p_0.1.txt,2000,217131,0,0,-1,100,202,false,90000
synth-n_2000-m_220005-k_120-p_0.1.txt,2000,220005,0,0,-1,0,243,false,90000
synth-n_2000-m_225391-k_150-p_0.1.txt,2000,225391,0,0,-1,0,271,false,90000
synth-n_2000-m_233102-k_200-p_0.1.txt,2000,233102,0,0,-1,0,303,false,90000
synth-n_2000-m_422023-k_70-p_0.2.txt,2000,422023,0,0,-1,0,113,false,90000
synth-n_2000-m_430943-k_100-p_0.2.txt,2000,430943,0,0,-1,0,135,false,90000
synth-n_2000-m_435643-k_120-p_0.2.txt,2000,435643,0,0,-1,0,144,false,90000
synth-n_2000-m_444160-k_150-p_0.2.txt,2000,444160,0,0,-1,0,157,false,90000
synth-n_2000-m_457573-k_200-p_0.2.txt,2000,457573,0,0,-1,0,184,false,90000
synth-n_2300-m_142851-k_100-p_0.05.txt,2300,142851,1,0,-1,0,242,false,90000
synth-n_2300-m_144829-k_120-p_0.05.txt,2300,144829,2,0,-1,0,265,false,90000
synth-n_2300-m_147738-k_150-p_0.05.txt,2300,147738,1,0,-1,0,316,false,90000
synth-n_2300-m_152429-k_200-p_0.05.txt,2300,152429,0,0,-1,0,371,false,90000
synth-n_2300-m_284623-k_100-p_0.1.txt,2300,284623,0,0,-1,0,173,false,90000
synth-n_2300-m_286796-k_120-p_0.1.txt,2300,286796,0,0,-1,0,193,false,90000
synth-n_2300-m_292795-k_150-p_0.1.txt,2300,292795,0,0,-1,0,213,false,90000
synth-n_2300-m_302503-k_200-p_0.1.txt,2300,302503,0,0,-1,0,250,false,90000
synth-n_2300-m_563042-k_100-p_0.2.txt,2300,563042,0,0,-1,0,104,false,90000
synth-n_2300-m_569928-k_120-p_0.2.txt,2300,569928,0,0,-1,0,116,false,90000
synth-n_2300-m_580179-k_150-p_0.2.txt,2300,580179,0,0,-1,0,128,false,90000
synth-n_2300-m_595551-k_200-p_0.2.txt,2300,595551,0,0,-1,0,152,false,90000
synth-n_250-m_1653-k_10-p_0.05.txt,250,1653,250,10,10,10,0,true,0
synth-n_250-m_1708-k_15-p_0.05.txt,250,1708,79,1,15,15,28,true,16
synth-n_250-m_1797-k_25-p_0.05.txt,250,1797,39,0,25,25,52,true,61
synth-n_250-m_1806-k_20-p_0.05.txt,250,1806,67,1,20,20,38,true,35
synth-n_250-m_1841-k_30-p_0.05.txt,250,1841,32,0,30,30,67,true,68
synth-n_250-m_1998-k_50-p_0.05.txt,250,1998,12,0,50,50,254,true,513
synth-n_250-m_2173-k_70-p_0.05.txt,250,2173,9,0,69,69,654,true,3230
synth-n_250-m_2260-k_100-p_0.05.txt,250,2260,0,0,-1,0,2539,false,90000
synth-n_250-m_2350-k_120-p_0.05.txt,250,2350,0,0,-1,0,3031,false,90000
synth-n_250-m_3237-k_10-p_0.1.txt,250,3237,23,0,10,10,20,true,35
synth-n_250-m_3416-k_15-p_0.1.txt,250,3416,20,0,15,15,35,true,68
synth-n_250-m_3493-k_25-p_0.1.txt,250,3493,13,1,25,25,56,true,100
synth-n_250-m_3591-k_20-p_0.1.txt,250,3591,9,0,20,20,42,true,86
synth-n_250-m_3730-k_30-p_0.1.txt,250,3730,4,0,30,30,69,true,126
synth-n_250-m_3992-k_50-p_0.1.txt,250,3992,0,0,50,50,147,true,317
synth-n_250-m_4149-k_70-p_0.1.txt,250,4149,0,0,70,70,350,true,913
synth-n_250-m_4386-k_100-p_0.1.txt,250,4386,0,0,-1,0,996,false,90000
synth-n_250-m_4530-k_120-p_0.1.txt,250,4530,0,0,-1,0,3362,false,90000
synth-n_250-m_6567-k_10-p_0.2.txt,250,6567,6,0,10,10,18,true,49
synth-n_250-m_6839-k_20-p_0.2.txt,250,6839,3,0,20,20,42,true,108
synth-n_250-m_6880-k_15-p_0.2.txt,250,6880,2,0,15,15,27,true,96
synth-n_250-m_7102-k_25-p_0.2.txt,250,7102,1,0,25,25,56,true,195
synth-n_250-m_7321-k_30-p_0.2.txt,250,7321,1,0,30,30,63,true,217
synth-n_250-m_8019-k_50-p_0.2.txt,250,8019,0,0,50,50,264,true,934
synth-n_250-m_8255-k_70-p_0.2.txt,250,8255,0,0,70,70,374,true,1177
synth-n_250-m_8674-k_100-p_0.2.txt,250,8674,0,0,100,100,2223,true,52728
synth-n_250-m_8784-k_120-p_0.2.txt,250,8784,0,0,-1,0,3264,false,90000
synth-n_2600-m_181265-k_100-p_0.05.txt,2600,181265,2,0,-1,0,200,false,90000
synth-n_2600-m_183371-k_120-p_0.05.txt,2600,183371,0,0,-1,0,230,false,90000
synth-n_2600-m_186921-k_150-p_0.05.txt,2600,186921,1,0,-1,0,272,false,90000
synth-n_2600-m_190932-k_200-p_0.05.txt,2600,190932,0,0,-1,0,321,false,90000
synth-n_2600-m_360584-k_100-p_0.1.txt,2600,360584,0,0,-1,0,145,false,90000
synth-n_2600-m_364394-k_120-p_0.1.txt,2600,364394,0,0,-1,0,154,false,90000
synth-n_2600-m_370561-k_150-p_0.1.txt,2600,370561,0,0,-1,0,179,false,90000
synth-n_2600-m_380919-k_200-p_0.1.txt,2600,380919,0,0,-1,0,205,false,90000
synth-n_2600-m_716555-k_100-p_0.2.txt,2600,716555,0,0,-1,0,87,false,90000
synth-n_2600-m_722675-k_120-p_0.2.txt,2600,722675,0,0,-1,0,97,false,90000
synth-n_2600-m_735701-k_150-p_0.2.txt,2600,735701,0,0,-1,0,112,false,90000
synth-n_2600-m_752513-k_200-p_0.2.txt,2600,752513,0,0,-1,0,135,false,90000
synth-n_300-m_10021-k_20-p_0.2.txt,300,10021,1,0,20,20,44,true,271
synth-n_300-m_10113-k_25-p_0.2.txt,300,10113,1,0,25,25,57,true,353
synth-n_300-m_10205-k_30-p_0.2.txt,300,10205,0,0,30,30,62,true,364
synth-n_300-m_10954-k_50-p_0.2.txt,300,10954,0,0,50,50,295,true,1916
synth-n_300-m_11628-k_70-p_0.2.txt,300,11628,0,0,70,70,191,true,899
synth-n_300-m_12194-k_100-p_0.2.txt,300,12194,0,0,100,100,1411,true,6362
synth-n_300-m_12407-k_120-p_0.2.txt,300,12407,0,0,120,0,2792,false,90000
synth-n_300-m_2373-k_15-p_0.05.txt,300,2373,70,0,15,15,29,true,28
synth-n_300-m_2470-k_20-p_0.05.txt,300,2470,74,1,20,20,36,true,47
synth-n_300-m_2597-k_25-p_0.05.txt,300,2597,48,0,25,25,53,true,81
synth-n_300-m_2657-k_30-p_0.05.txt,300,2657,30,0,30,30,64,true,114
synth-n_300-m_2835-k_50-p_0.05.txt,300,2835,13,0,50,50,119,true,246
synth-n_300-m_2943-k_70-p_0.05.txt,300,2943,9,0,70,70,632,true,1877
synth-n_300-m_3132-k_100-p_0.05.txt,300,3132,1,0,-1,0,1769,false,90000
synth-n_300-m_3265-k_120-p_0.05.txt,300,3265,1,0,-1,0,2348,false,90000
synth-n_300-m_4857-k_15-p_0.1.txt,300,4857,26,0,15,15,30,true,63
synth-n_300-m_4934-k_25-p_0.1.txt,300,4934,11,0,25,25,53,true,151
synth-n_300-m_4954-k_20-p_0.1.txt,300,4954,18,0,20,20,45,true,118
synth-n_300-m_5319-k_30-p_0.1.txt,300,5319,6,0,30,30,77,true,255
synth-n_300-m_5550-k_50-p_0.1.txt,300,5550,1,0,50,50,129,true,398
synth-n_300-m_5939-k_70-p_0.1.txt,300,5939,0,0,70,70,629,true,1822
synth-n_300-m_6233-k_100-p_0.1.txt,300,6233,0,0,100,100,1029,true,4560
