name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,num_constraints,verified,millis
synth-n_2600-m_360584-k_100-p_0.1.txt,2600,360584,0,0,-1,0,74,false,90000
synth-n_2600-m_364394-k_120-p_0.1.txt,2600,364394,0,0,-1,0,76,false,90000
synth-n_2600-m_370561-k_150-p_0.1.txt,2600,370561,0,0,-1,0,75,false,90000
synth-n_2600-m_380919-k_200-p_0.1.txt,2600,380919,0,0,-1,0,75,false,90000
synth-n_2600-m_716555-k_100-p_0.2.txt,2600,716555,0,0,-1,0,34,false,90000
synth-n_2600-m_722675-k_120-p_0.2.txt,2600,722675,0,0,-1,0,33,false,90000
synth-n_2600-m_735701-k_150-p_0.2.txt,2600,735701,0,0,-1,0,31,false,90000
synth-n_2600-m_752513-k_200-p_0.2.txt,2600,752513,0,0,-1,0,29,false,90000
synth-n_300-m_10021-k_20-p_0.2.txt,300,10021,1,0,20,20,69,true,607
synth-n_300-m_10113-k_25-p_0.2.txt,300,10113,1,0,25,25,72,true,577
synth-n_300-m_10205-k_30-p_0.2.txt,300,10205,0,0,30,30,539,true,2697
synth-n_300-m_10954-k_50-p_0.2.txt,300,10954,0,0,50,50,1266,true,7912
synth-n_300-m_11628-k_70-p_0.2.txt,300,11628,0,0,70,70,1041,true,5600
synth-n_300-m_12194-k_100-p_0.2.txt,300,12194,0,0,100,100,1313,true,10705
synth-n_300-m_12407-k_120-p_0.2.txt,300,12407,0,0,120,0,2734,false,90000
synth-n_300-m_2373-k_15-p_0.05.txt,300,2373,70,0,15,15,30,true,40
synth-n_300-m_2470-k_20-p_0.05.txt,300,2470,74,1,20,20,33,true,43
synth-n_300-m_2597-k_25-p_0.05.txt,300,2597,48,0,25,25,53,true,101
synth-n_300-m_2657-k_30-p_0.05.txt,300,2657,30,0,30,30,59,true,131
synth-n_300-m_2835-k_50-p_0.05.txt,300,2835,13,0,50,50,132,true,381
synth-n_300-m_2943-k_70-p_0.05.txt,300,2943,9,0,70,70,480,true,1465
synth-n_300-m_3132-k_100-p_0.05.txt,300,3132,1,0,-1,0,1644,false,90000
synth-n_300-m_3265-k_120-p_0.05.txt,300,3265,1,0,-1,0,2533,false,90000
synth-n_300-m_4857-k_15-p_0.1.txt,300,4857,26,0,15,15,29,true,84
synth-n_300-m_4934-k_25-p_0.1.txt,300,4934,11,0,25,25,51,true,216
synth-n_300-m_4954-k_20-p_0.1.txt,300,4954,18,0,20,20,42,true,169
synth-n_300-m_5319-k_30-p_0.1.txt,300,5319,6,0,30,30,120,true,602
synth-n_300-m_5550-k_50-p_0.1.txt,300,5550,1,0,50,50,519,true,2214
synth-n_300-m_5939-k_70-p_0.1.txt,300,5939,0,0,70,70,693,true,2938
synth-n_300-m_6233-k_100-p_0.1.txt,300,6233,0,0,100,100,885,true,6150
synth-n_300-m_6319-k_120-p_0.1.txt,300,6319,0,0,120,0,2126,false,90000
synth-n_300-m_9556-k_15-p_0.2.txt,300,9556,1,0,15,15,39,true,353
synth-n_3000-m_240581-k_120-p_0.05.txt,3000,240581,0,0,-1,0,87,false,90000
synth-n_3000-m_245845-k_150-p_0.05.txt,3000,245845,0,0,-1,0,89,false,90000
synth-n_3000-m_251178-k_200-p_0.05.txt,3000,251178,0,0,-1,0,90,false,90000
synth-n_3000-m_480800-k_120-p_0.1.txt,3000,480800,0,0,-1,0,53,false,90000
synth-n_3000-m_488450-k_150-p_0.1.txt,3000,488450,0,0,-1,0,51,false,90000
synth-n_3000-m_498304-k_200-p_0.1.txt,3000,498304,0,0,-1,0,49,false,90000
synth-n_3000-m_954655-k_120-p_0.2.txt,3000,954655,0,0,-1,0,21,false,90000
