name,n,m,k_optimal,k_solved,k_start,verified,pre_removed_nodes,packing_size,heuristic_size,packing_millis,millis,recursive_steps
synth-n_2600-m_190932-k_200-p_0.05.txt,2600,190932,200,200,0,true,0,200,200,5582,7933,0
synth-n_2600-m_360584-k_100-p_0.1.txt,2600,360584,100,100,0,true,0,100,100,10047,13503,0
synth-n_2600-m_364394-k_120-p_0.1.txt,2600,364394,120,120,0,true,0,120,120,10057,13624,0
synth-n_2600-m_370561-k_150-p_0.1.txt,2600,370561,150,150,0,true,0,150,150,10039,14940,0
synth-n_2600-m_380919-k_200-p_0.1.txt,2600,380919,200,200,0,true,0,200,200,10037,14955,0
synth-n_2600-m_716555-k_100-p_0.2.txt,2600,716555,100,100,0,true,0,100,100,10145,20270,0
synth-n_2600-m_722675-k_120-p_0.2.txt,2600,722675,120,120,0,true,0,120,120,10115,23225,0
synth-n_2600-m_735701-k_150-p_0.2.txt,2600,735701,150,150,0,true,0,150,150,10101,22983,0
synth-n_2600-m_752513-k_200-p_0.2.txt,2600,752513,200,200,0,true,0,200,200,10128,26414,0
synth-n_300-m_10021-k_20-p_0.2.txt,300,10021,20,20,0,true,1,20,20,28,46,0
synth-n_300-m_10113-k_25-p_0.2.txt,300,10113,25,25,0,true,1,25,25,27,57,0
synth-n_300-m_10205-k_30-p_0.2.txt,300,10205,30,30,0,true,0,30,30,39,62,0
synth-n_300-m_10954-k_50-p_0.2.txt,300,10954,50,50,0,true,0,50,50,29,64,0
synth-n_300-m_11628-k_70-p_0.2.txt,300,11628,70,70,0,true,0,70,70,19,134,0
synth-n_300-m_12194-k_100-p_0.2.txt,300,12194,100,100,0,true,0,96,101,205,1873,496
synth-n_300-m_12407-k_120-p_0.2.txt,300,12407,120,118,0,false,0,99,125,9001,90001,42975
synth-n_300-m_2373-k_15-p_0.05.txt,300,2373,15,15,0,true,70,15,15,8,12,0
synth-n_300-m_2470-k_20-p_0.05.txt,300,2470,20,20,1,true,74,19,19,4,10,0
synth-n_300-m_2597-k_25-p_0.05.txt,300,2597,25,25,0,true,48,25,25,8,11,0
synth-n_300-m_2657-k_30-p_0.05.txt,300,2657,30,30,0,true,30,30,30,9,14,0
synth-n_300-m_2835-k_50-p_0.05.txt,300,2835,50,50,0,true,13,50,51,14,1028,42
synth-n_300-m_2943-k_70-p_0.05.txt,300,2943,70,70,0,true,9,63,72,2838,6152,7944
synth-n_300-m_3132-k_100-p_0.05.txt,300,3132,-1,85,0,false,1,77,114,33917,90001,166630
synth-n_300-m_3265-k_120-p_0.05.txt,300,3265,-1,89,0,false,1,81,134,27407,90001,184067
synth-n_300-m_4857-k_15-p_0.1.txt,300,4857,15,15,0,true,26,15,15,11,16,0
synth-n_300-m_4934-k_25-p_0.1.txt,300,4934,25,25,0,true,11,25,25,13,23,0
synth-n_300-m_4954-k_20-p_0.1.txt,300,4954,20,20,0,true,18,20,20,12,19,0
synth-n_300-m_5319-k_30-p_0.1.txt,300,5319,30,30,0,true,6,30,30,15,26,0
synth-n_300-m_5550-k_50-p_0.1.txt,300,5550,50,50,0,true,1,50,50,14,79,0
synth-n_300-m_5939-k_70-p_0.1.txt,300,5939,70,70,0,true,0,70,70,13,464,0
synth-n_300-m_6233-k_100-p_0.1.txt,300,6233,100,100,0,true,0,92,104,1061,6372,6742
synth-n_300-m_6319-k_120-p_0.1.txt,300,6319,120,107,0,false,0,95,133,13492,90001,109255
synth-n_300-m_9556-k_15-p_0.2.txt,300,9556,15,15,0,true,1,15,15,29,45,0
synth-n_3000-m_240581-k_120-p_0.05.txt,3000,240581,120,120,0,true,0,120,120,10037,11865,0
synth-n_3000-m_245845-k_150-p_0.05.txt,3000,245845,150,150,0,true,0,150,150,10033,12669,0
synth-n_3000-m_251178-k_200-p_0.05.txt,3000,251178,200,200,0,true,0,200,200,10021,12679,0
synth-n_3000-m_480800-k_120-p_0.1.txt,3000,480800,120,120,0,true,0,120,120,10056,15792,0
synth-n_3000-m_488450-k_150-p_0.1.txt,3000,488450,150,150,0,true,0,150,150,10053,16347,0
synth-n_3000-m_498304-k_200-p_0.1.txt,3000,498304,200,200,0,true,0,200,200,10049,17067,0
synth-n_3000-m_954655-k_120-p_0.2.txt,3000,954655,120,120,0,true,0,120,120,10236,26254,0
synth-n_3000-m_967399-k_150-p_0.2.txt,3000,967399,150,150,0,true,0,150,150,10215,28528,0
synth-n_3000-m_988910-k_200-p_0.2.txt,3000,988910,200,200,0,true,0,200,200,10171,32270,0
synth-n_3500-m_1289316-k_120-p_0.2.txt,3500,1289316,120,120,0,true,0,120,120,10325,31558,0
synth-n_3500-m_1304726-k_150-p_0.2.txt,3500,1304726,150,150,0,true,0,150,150,10775,44314,0
synth-n_3500-m_1330654-k_200-p_0.2.txt,3500,1330654,200,200,0,true,0,200,200,10610,41361,0
synth-n_3500-m_325120-k_120-p_0.05.txt,3500,325120,120,120,0,true,0,120,120,10038,12493,0
synth-n_3500-m_330042-k_150-p_0.05.txt,3500,330042,150,150,0,true,0,150,150,10037,13702,0
synth-n_3500-m_337087-k_200-p_0.05.txt,3500,337087,200,200,0,true,0,200,200,10042,13665,0
synth-n_3500-m_649101-k_120-p_0.1.txt,3500,649101,120,120,0,true,0,120,120,10110,18585,0
synth-n_3500-m_657209-k_150-p_0.1.txt,3500,657209,150,150,0,true,0,150,150,10096,17853,0
synth-n_3500-m_672789-k_200-p_0.1.txt,3500,672789,200,200,0,true,0,200,200,10077,20919,0
synth-n_400-m_10064-k_70-p_0.1.txt,400,10064,70,70,0,true,0,70,70,29,78,0
synth-n_400-m_10528-k_100-p_0.1.txt,400,10528,100,100,0,true,0,100,100,20,616,0
synth-n_400-m_10934-k_120-p_0.1.txt,400,10934,120,120,0,true,0,119,121,97,1245,178
synth-n_400-m_11482-k_150-p_0.1.txt,400,11482,150,141,0,false,0,128,156,8902,90001,57629
synth-n_400-m_16937-k_15-p_0.2.txt,400,16937,15,15,0,true,4,15,15,69,98,0
synth-n_400-m_17175-k_20-p_0.2.txt,400,17175,20,20,0,true,0,20,20,64,96,0
synth-n_400-m_17488-k_25-p_0.2.txt,400,17488,25,25,0,true,0,25,25,65,94,0
synth-n_400-m_17822-k_30-p_0.2.txt,400,17822,30,30,0,true,0,30,30,67,107,0
synth-n_400-m_18943-k_50-p_0.2.txt,400,18943,50,50,0,true,0,50,50,55,112,0
synth-n_400-m_19735-k_70-p_0.2.txt,400,19735,70,70,0,true,0,70,70,53,131,0
synth-n_400-m_20559-k_100-p_0.2.txt,400,20559,100,100,0,true,0,100,100,45,241,0
synth-n_400-m_21181-k_120-p_0.2.txt,400,21181,120,120,0,true,0,120,120,36,152,0
synth-n_400-m_21916-k_150-p_0.2.txt,400,21916,150,150,0,true,0,132,157,12629,87663,22272
synth-n_400-m_4229-k_20-p_0.05.txt,400,4229,20,20,1,true,69,18,19,17,1023,4
synth-n_400-m_4312-k_15-p_0.05.txt,400,4312,15,15,3,true,100,12,12,12,16,0
synth-n_400-m_4511-k_25-p_0.05.txt,400,4511,25,25,1,true,58,24,24,16,23,0
synth-n_400-m_4551-k_30-p_0.05.txt,400,4551,30,30,0,true,38,30,30,19,24,0
synth-n_400-m_4714-k_50-p_0.05.txt,400,4714,50,50,0,true,17,49,50,26,1039,1
synth-n_400-m_5045-k_70-p_0.05.txt,400,5045,70,70,0,true,10,70,70,18,79,0
synth-n_400-m_5336-k_100-p_0.05.txt,400,5336,100,100,0,true,1,95,102,385,1768,825
synth-n_400-m_5606-k_120-p_0.05.txt,400,5606,120,117,0,false,2,109,125,27768,90001,117394
synth-n_400-m_5840-k_150-p_0.05.txt,400,5840,-1,123,0,false,0,114,165,20503,90001,123025
synth-n_400-m_8510-k_15-p_0.1.txt,400,8510,15,15,3,true,29,12,12,30,38,0
synth-n_400-m_8590-k_20-p_0.1.txt,400,8590,20,20,1,true,24,19,19,30,37,0
synth-n_400-m_8815-k_25-p_0.1.txt,400,8815,25,25,0,true,7,25,25,38,54,0
synth-n_400-m_9014-k_30-p_0.1.txt,400,9014,30,30,0,true,9,30,30,33,44,0
synth-n_400-m_9687-k_50-p_0.1.txt,400,9687,50,50,0,true,1,50,50,34,62,0
synth-n_4000-m_1691611-k_150-p_0.2.txt,4000,1691611,150,150,0,true,0,150,150,14483,49689,0
synth-n_4000-m_1721128-k_200-p_0.2.txt,4000,1721128,200,200,0,true,0,200,200,13537,55823,0
synth-n_4000-m_427463-k_150-p_0.05.txt,4000,427463,150,150,0,true,0,150,150,10056,15649,0
synth-n_4000-m_437663-k_200-p_0.05.txt,4000,437663,200,200,0,true,0,200,200,10073,15472,0
synth-n_4000-m_852262-k_150-p_0.1.txt,4000,852262,150,150,0,true,0,150,150,10190,21586,0
synth-n_4000-m_868734-k_200-p_0.1.txt,4000,868734,200,200,0,true,0,200,200,10177,27821,0
synth-n_50-m_139-k_5-p_0.1.txt,50,139,1,1,1,true,50,0,0,0,1,0
synth-n_50-m_143-k_10-p_0.1.txt,50,143,5,5,5,true,50,0,0,0,1,0
synth-n_50-m_164-k_15-p_0.1.txt,50,164,9,9,1,true,17,7,8,0,1003,5
synth-n_50-m_169-k_20-p_0.1.txt,50,169,9,9,0,true,18,7,9,1,1003,24
synth-n_50-m_269-k_5-p_0.2.txt,50,269,5,5,0,true,20,5,5,1,1,0
synth-n_50-m_293-k_10-p_0.2.txt,50,293,10,10,0,true,9,9,10,0,1002,1
synth-n_50-m_325-k_15-p_0.2.txt,50,325,15,15,0,true,4,12,15,8,1016,162
synth-n_50-m_343-k_20-p_0.2.txt,50,343,19,19,0,true,1,13,19,38,1064,735
synth-n_50-m_72-k_5-p_0.05.txt,49,72,2,2,2,true,49,0,0,0,1,0
synth-n_50-m_84-k_10-p_0.05.txt,49,84,1,1,1,true,49,0,0,0,1,0
synth-n_50-m_92-k_20-p_0.05.txt,50,92,2,2,2,true,50,0,0,0,1,0
synth-n_50-m_95-k_15-p_0.05.txt,46,95,4,4,0,true,35,4,4,0,1,0
synth-n_500-m_13283-k_20-p_0.1.txt,500,13283,20,20,0,true,9,20,20,72,90,0
synth-n_500-m_13672-k_25-p_0.1.txt,500,13672,25,25,0,true,10,25,25,75,102,0
synth-n_500-m_13710-k_30-p_0.1.txt,500,13710,30,30,0,true,4,30,30,72,102,0
synth-n_500-m_14453-k_50-p_0.1.txt,500,14453,50,50,0,true,3,50,50,65,107,0
synth-n_500-m_15273-k_70-p_0.1.txt,500,15273,70,70,0,true,0,70,70,57,109,0
synth-n_500-m_15985-k_100-p_0.1.txt,500,15985,100,100,0,true,0,100,100,42,110,0
synth-n_500-m_16565-k_120-p_0.1.txt,500,16565,120,120,0,true,0,120,120,39,356,0
synth-n_500-m_17327-k_150-p_0.1.txt,500,17327,150,150,0,true,0,150,150,36,742,0
synth-n_500-m_17907-k_200-p_0.1.txt,500,17907,-1,174,0,false,0,163,212,5780,90001,36233
synth-n_500-m_26431-k_20-p_0.2.txt,500,26431,20,20,0,true,0,20,20,118,185,0
synth-n_500-m_26954-k_25-p_0.2.txt,500,26954,25,25,0,true,2,25,25,131,188,0
synth-n_500-m_27136-k_30-p_0.2.txt,500,27136,30,30,0,true,0,30,30,148,204,0
synth-n_500-m_28432-k_50-p_0.2.txt,500,28432,50,50,0,true,0,50,50,116,221,0
synth-n_500-m_29623-k_70-p_0.2.txt,500,29623,70,70,0,true,0,70,70,90,207,0
synth-n_500-m_31513-k_100-p_0.2.txt,500,31513,100,100,0,true,0,100,100,82,258,0
synth-n_500-m_32243-k_120-p_0.2.txt,500,32243,120,120,0,true,0,120,120,75,287,0
synth-n_500-m_33353-k_150-p_0.2.txt,500,33353,150,150,0,true,0,150,150,73,301,0
synth-n_500-m_34356-k_200-p_0.2.txt,500,34356,200,184,0,false,0,165,211,4281,90001,12305
synth-n_500-m_6745-k_25-p_0.05.txt,500,6745,25,25,0,true,42,25,25,41,51,0
synth-n_500-m_6906-k_20-p_0.05.txt,500,6906,20,20,0,true,51,20,20,31,39,0
synth-n_500-m_6986-k_30-p_0.05.txt,500,6986,30,30,1,true,39,29,29,45,54,0
synth-n_500-m_7195-k_50-p_0.05.txt,500,7195,50,50,0,true,21,50,50,36,52,0
synth-n_500-m_7774-k_70-p_0.05.txt,500,7774,70,70,0,true,8,70,70,42,394,0
synth-n_500-m_8350-k_100-p_0.05.txt,500,8350,100,100,0,true,2,100,101,61,1110,92
synth-n_500-m_8412-k_120-p_0.05.txt,500,8412,120,120,0,true,1,119,120,38,1094,11
synth-n_500-m_8716-k_150-p_0.05.txt,500,8716,150,147,0,false,0,139,155,23484,90001,78399
synth-n_500-m_9062-k_200-p_0.05.txt,500,9062,-1,159,0,false,0,150,226,13511,90001,84560
synth-n_700-m_13000-k_25-p_0.05.txt,700,13000,25,25,0,true,36,25,25,125,142,0
synth-n_700-m_13374-k_30-p_0.05.txt,700,13374,30,30,0,true,32,30,30,132,152,0
synth-n_700-m_13738-k_50-p_0.05.txt,700,13738,50,50,0,true,16,50,50,136,167,0
synth-n_700-m_14360-k_70-p_0.05.txt,700,14360,70,70,0,true,9,70,70,124,196,0
synth-n_700-m_14970-k_100-p_0.05.txt,700,14970,100,100,0,true,0,100,100,93,192,0
synth-n_700-m_15640-k_120-p_0.05.txt,700,15640,120,120,0,true,2,120,120,96,195,0
synth-n_700-m_16024-k_150-p_0.05.txt,700,16024,150,150,0,true,0,150,151,119,1312,142
synth-n_700-m_16823-k_200-p_0.05.txt,700,16823,200,200,0,true,0,194,205,9735,21557,8786
synth-n_700-m_26060-k_25-p_0.1.txt,700,26060,25,25,0,true,10,25,25,193,254,0
synth-n_700-m_26206-k_30-p_0.1.txt,700,26206,30,30,0,true,7,30,30,222,287,0
synth-n_700-m_27622-k_50-p_0.1.txt,700,27622,50,50,0,true,0,50,50,217,323,0
synth-n_700-m_28433-k_70-p_0.1.txt,700,28433,70,70,0,true,0,70,70,154,288,0
synth-n_700-m_29736-k_100-p_0.1.txt,700,29736,100,100,0,true,0,100,100,144,311,0
synth-n_700-m_30695-k_120-p_0.1.txt,700,30695,120,120,0,true,0,120,120,108,269,0
synth-n_700-m_31750-k_150-p_0.1.txt,700,31750,150,150,0,true,0,150,150,101,495,0
synth-n_700-m_33182-k_200-p_0.1.txt,700,33182,200,200,0,true,0,200,202,212,1615,196
synth-n_700-m_51621-k_25-p_0.2.txt,700,51621,25,25,0,true,1,25,25,369,503,0
synth-n_700-m_52169-k_30-p_0.2.txt,700,52169,30,30,0,true,0,30,30,322,460,0
synth-n_700-m_54187-k_50-p_0.2.txt,700,54187,50,50,0,true,0,50,50,357,587,0
synth-n_700-m_55984-k_70-p_0.2.txt,700,55984,70,70,0,true,0,70,70,297,532,0
synth-n_700-m_58597-k_100-p_0.2.txt,700,58597,100,100,0,true,0,100,100,257,590,0
synth-n_700-m_60598-k_120-p_0.2.txt,700,60598,120,120,0,true,0,120,120,223,630,0
synth-n_700-m_61751-k_150-p_0.2.txt,700,61751,150,150,0,true,0,150,150,198,631,0
synth-n_700-m_64387-k_200-p_0.2.txt,700,64387,200,200,0,true,0,200,200,185,698,0
