name,k_optimal,k_approx,millis
synth-n_500-m_29623-k_70-p_0.2.txt,70,166,433
synth-n_500-m_31513-k_100-p_0.2.txt,100,221,474
synth-n_500-m_32243-k_120-p_0.2.txt,120,260,504
synth-n_500-m_33353-k_150-p_0.2.txt,150,277,508
synth-n_500-m_34356-k_200-p_0.2.txt,200,382,537
synth-n_500-m_6745-k_25-p_0.05.txt,25,119,139
synth-n_500-m_6906-k_20-p_0.05.txt,20,108,105
synth-n_500-m_6986-k_30-p_0.05.txt,30,123,134
synth-n_500-m_7195-k_50-p_0.05.txt,50,151,122
synth-n_500-m_7774-k_70-p_0.05.txt,70,191,170
synth-n_500-m_8350-k_100-p_0.05.txt,100,289,233
synth-n_500-m_8412-k_120-p_0.05.txt,120,296,191
synth-n_500-m_8716-k_150-p_0.05.txt,150,332,188
synth-n_700-m_13000-k_25-p_0.05.txt,25,112,292
synth-n_700-m_13374-k_30-p_0.05.txt,30,166,310
synth-n_700-m_13738-k_50-p_0.05.txt,50,215,344
synth-n_700-m_14360-k_70-p_0.05.txt,70,207,382
synth-n_700-m_14970-k_100-p_0.05.txt,100,301,394
synth-n_700-m_15640-k_120-p_0.05.txt,120,318,406
synth-n_700-m_16024-k_150-p_0.05.txt,150,385,449
synth-n_700-m_16823-k_200-p_0.05.txt,200,466,458
synth-n_700-m_26060-k_25-p_0.1.txt,25,125,556
synth-n_700-m_26206-k_30-p_0.1.txt,30,148,606
synth-n_700-m_27622-k_50-p_0.1.txt,50,204,591
synth-n_700-m_28433-k_70-p_0.1.txt,70,230,673
synth-n_700-m_29736-k_100-p_0.1.txt,100,323,727
synth-n_700-m_30695-k_120-p_0.1.txt,120,317,790
synth-n_700-m_31750-k_150-p_0.1.txt,150,391,802
synth-n_700-m_33182-k_200-p_0.1.txt,200,430,792
synth-n_700-m_51621-k_25-p_0.2.txt,25,101,1126
synth-n_700-m_52169-k_30-p_0.2.txt,30,181,1465
synth-n_700-m_54187-k_50-p_0.2.txt,50,185,1657
synth-n_700-m_55984-k_70-p_0.2.txt,70,218,1189
synth-n_700-m_58597-k_100-p_0.2.txt,100,244,1245
synth-n_700-m_60598-k_120-p_0.2.txt,120,260,1308
synth-n_700-m_61751-k_150-p_0.2.txt,150,324,1448
synth-n_700-m_64387-k_200-p_0.2.txt,200,408,1487
