name,k_optimal,k_approx,millis
synth-n_250-m_1806-k_20-p_0.05.txt,20,20,10002
synth-n_250-m_1841-k_30-p_0.05.txt,30,30,10002
synth-n_250-m_1998-k_50-p_0.05.txt,50,50,10004
synth-n_250-m_2173-k_70-p_0.05.txt,69,73,10003
synth-n_250-m_3237-k_10-p_0.1.txt,10,10,10003
synth-n_250-m_3416-k_15-p_0.1.txt,15,15,10002
synth-n_250-m_3493-k_25-p_0.1.txt,25,25,10004
synth-n_250-m_3591-k_20-p_0.1.txt,20,20,10002
synth-n_250-m_3730-k_30-p_0.1.txt,30,30,10004
synth-n_250-m_3992-k_50-p_0.1.txt,50,50,10005
synth-n_250-m_4149-k_70-p_0.1.txt,70,71,10014
synth-n_250-m_4386-k_100-p_0.1.txt,100,110,10008
synth-n_250-m_6567-k_10-p_0.2.txt,10,10,10004
synth-n_250-m_6839-k_20-p_0.2.txt,20,20,10003
synth-n_250-m_6880-k_15-p_0.2.txt,15,15,10005
synth-n_250-m_7102-k_25-p_0.2.txt,25,25,10003
synth-n_250-m_7321-k_30-p_0.2.txt,30,30,10007
synth-n_250-m_8019-k_50-p_0.2.txt,50,50,10024
synth-n_250-m_8255-k_70-p_0.2.txt,70,70,10026
synth-n_250-m_8674-k_100-p_0.2.txt,100,101,10015
synth-n_2600-m_181265-k_100-p_0.05.txt,100,100,10504
synth-n_2600-m_183371-k_120-p_0.05.txt,120,120,11251
synth-n_2600-m_186921-k_150-p_0.05.txt,150,150,11001
synth-n_2600-m_190932-k_200-p_0.05.txt,200,200,11470
synth-n_2600-m_360584-k_100-p_0.1.txt,100,100,11454
synth-n_2600-m_364394-k_120-p_0.1.txt,120,120,11799
synth-n_2600-m_370561-k_150-p_0.1.txt,150,150,13252
synth-n_2600-m_380919-k_200-p_0.1.txt,200,200,11560
synth-n_2600-m_716555-k_100-p_0.2.txt,100,100,12781
synth-n_2600-m_722675-k_120-p_0.2.txt,120,120,17550
synth-n_2600-m_735701-k_150-p_0.2.txt,150,150,16661
synth-n_2600-m_752513-k_200-p_0.2.txt,200,200,11704
synth-n_300-m_10021-k_20-p_0.2.txt,20,20,10011
synth-n_300-m_10113-k_25-p_0.2.txt,25,25,10010
synth-n_300-m_10205-k_30-p_0.2.txt,30,30,10014
synth-n_300-m_10954-k_50-p_0.2.txt,50,50,10028
synth-n_300-m_11628-k_70-p_0.2.txt,70,70,10041
synth-n_300-m_12194-k_100-p_0.2.txt,100,100,10048
synth-n_300-m_12407-k_120-p_0.2.txt,120,124,10011
synth-n_300-m_2373-k_15-p_0.05.txt,15,15,10002
synth-n_300-m_2470-k_20-p_0.05.txt,20,20,10002
synth-n_300-m_2597-k_25-p_0.05.txt,25,25,10003
synth-n_300-m_2657-k_30-p_0.05.txt,30,30,10004
synth-n_300-m_2835-k_50-p_0.05.txt,50,50,10008
synth-n_300-m_2943-k_70-p_0.05.txt,70,72,10021
synth-n_300-m_4857-k_15-p_0.1.txt,15,15,10002
synth-n_300-m_4934-k_25-p_0.1.txt,25,25,10005
synth-n_300-m_4954-k_20-p_0.1.txt,20,20,10005
synth-n_300-m_5319-k_30-p_0.1.txt,30,30,10004
synth-n_300-m_5550-k_50-p_0.1.txt,50,50,10017
synth-n_300-m_5939-k_70-p_0.1.txt,70,70,10020
synth-n_300-m_6233-k_100-p_0.1.txt,100,101,10033
synth-n_300-m_6319-k_120-p_0.1.txt,120,129,10020
synth-n_300-m_9556-k_15-p_0.2.txt,15,15,10006
synth-n_3000-m_240581-k_120-p_0.05.txt,120,120,10591
synth-n_3000-m_245845-k_150-p_0.05.txt,150,150,11036
synth-n_3000-m_251178-k_200-p_0.05.txt,200,200,10999
synth-n_3000-m_480800-k_120-p_0.1.txt,120,120,10977
synth-n_3000-m_488450-k_150-p_0.1.txt,150,150,11321
synth-n_3000-m_498304-k_200-p_0.1.txt,200,200,10858
synth-n_3000-m_954655-k_120-p_0.2.txt,120,120,20730
synth-n_3000-m_967399-k_150-p_0.2.txt,150,150,13980
synth-n_3000-m_988910-k_200-p_0.2.txt,200,200,18847
synth-n_3500-m_1289316-k_120-p_0.2.txt,120,120,17693
synth-n_3500-m_1304726-k_150-p_0.2.txt,150,150,22196
synth-n_3500-m_1330654-k_200-p_0.2.txt,200,200,22059
synth-n_3500-m_325120-k_120-p_0.05.txt,120,120,11205
synth-n_3500-m_330042-k_150-p_0.05.txt,150,150,12160
synth-n_3500-m_337087-k_200-p_0.05.txt,200,200,11447
synth-n_3500-m_649101-k_120-p_0.1.txt,120,120,11444
synth-n_3500-m_657209-k_150-p_0.1.txt,150,150,12086
synth-n_3500-m_672789-k_200-p_0.1.txt,200,200,15898
synth-n_400-m_10064-k_70-p_0.1.txt,70,70,10008
synth-n_400-m_10528-k_100-p_0.1.txt,100,100,10024
synth-n_400-m_10934-k_120-p_0.1.txt,120,120,10042
synth-n_400-m_11482-k_150-p_0.1.txt,150,154,10024
synth-n_400-m_16937-k_15-p_0.2.txt,15,15,10008
synth-n_400-m_17175-k_20-p_0.2.txt,20,20,10023
synth-n_400-m_17488-k_25-p_0.2.txt,25,25,10031
synth-n_400-m_17822-k_30-p_0.2.txt,30,30,10013
synth-n_400-m_18943-k_50-p_0.2.txt,50,50,10045
synth-n_400-m_19735-k_70-p_0.2.txt,70,70,10038
synth-n_400-m_20559-k_100-p_0.2.txt,100,100,10072
synth-n_400-m_21181-k_120-p_0.2.txt,120,120,10082
synth-n_400-m_21916-k_150-p_0.2.txt,150,154,10090
synth-n_400-m_4229-k_20-p_0.05.txt,20,20,10003
synth-n_400-m_4312-k_15-p_0.05.txt,15,15,10004
synth-n_400-m_4511-k_25-p_0.05.txt,25,25,10005
synth-n_400-m_4551-k_30-p_0.05.txt,30,30,10005
synth-n_400-m_4714-k_50-p_0.05.txt,50,50,10005
synth-n_400-m_5045-k_70-p_0.05.txt,70,70,10006
synth-n_400-m_5336-k_100-p_0.05.txt,100,101,10016
synth-n_400-m_5606-k_120-p_0.05.txt,120,125,10022
synth-n_400-m_8510-k_15-p_0.1.txt,15,15,10005
synth-n_400-m_8590-k_20-p_0.1.txt,20,20,10004
synth-n_400-m_8815-k_25-p_0.1.txt,25,25,10014
synth-n_400-m_9014-k_30-p_0.1.txt,30,30,10005
synth-n_400-m_9687-k_50-p_0.1.txt,50,50,10024
synth-n_4000-m_1691611-k_150-p_0.2.txt,150,150,36432
synth-n_4000-m_1721128-k_200-p_0.2.txt,200,200,33310
synth-n_4000-m_427463-k_150-p_0.05.txt,150,150,14998
synth-n_4000-m_437663-k_200-p_0.05.txt,200,200,13468
synth-n_4000-m_852262-k_150-p_0.1.txt,150,150,17907
synth-n_4000-m_868734-k_200-p_0.1.txt,200,200,15080
synth-n_50-m_139-k_5-p_0.1.txt,1,1,0
synth-n_50-m_143-k_10-p_0.1.txt,5,5,0
synth-n_50-m_164-k_15-p_0.1.txt,9,9,10011
synth-n_50-m_169-k_20-p_0.1.txt,9,9,10006
synth-n_50-m_269-k_5-p_0.2.txt,5,5,10010
synth-n_50-m_293-k_10-p_0.2.txt,10,10,10003
synth-n_50-m_325-k_15-p_0.2.txt,15,15,10003
synth-n_50-m_343-k_20-p_0.2.txt,19,19,10002
synth-n_50-m_72-k_5-p_0.05.txt,2,2,1
synth-n_50-m_84-k_10-p_0.05.txt,1,1,1
synth-n_50-m_92-k_20-p_0.05.txt,2,2,1
synth-n_50-m_95-k_15-p_0.05.txt,4,4,10014
synth-n_500-m_13283-k_20-p_0.1.txt,20,20,10005
synth-n_500-m_13672-k_25-p_0.1.txt,25,25,10013
synth-n_500-m_13710-k_30-p_0.1.txt,30,30,10030
synth-n_500-m_14453-k_50-p_0.1.txt,50,50,10033
synth-n_500-m_15273-k_70-p_0.1.txt,70,70,10044
synth-n_500-m_15985-k_100-p_0.1.txt,100,100,10023
synth-n_500-m_16565-k_120-p_0.1.txt,120,120,10049
synth-n_500-m_17327-k_150-p_0.1.txt,150,150,10059
synth-n_500-m_26431-k_20-p_0.2.txt,20,20,10024
synth-n_500-m_26954-k_25-p_0.2.txt,25,25,10034
synth-n_500-m_27136-k_30-p_0.2.txt,30,30,10021
synth-n_500-m_28432-k_50-p_0.2.txt,50,50,10080
synth-n_500-m_29623-k_70-p_0.2.txt,70,70,10062
synth-n_500-m_31513-k_100-p_0.2.txt,100,100,10115
synth-n_500-m_32243-k_120-p_0.2.txt,120,120,10157
synth-n_500-m_33353-k_150-p_0.2.txt,150,150,10011
synth-n_500-m_34356-k_200-p_0.2.txt,200,204,10143
synth-n_500-m_6745-k_25-p_0.05.txt,25,25,10006
synth-n_500-m_6906-k_20-p_0.05.txt,20,20,10003
synth-n_500-m_6986-k_30-p_0.05.txt,30,30,10005
synth-n_500-m_7195-k_50-p_0.05.txt,50,50,10008
synth-n_500-m_7774-k_70-p_0.05.txt,70,70,10020
synth-n_500-m_8350-k_100-p_0.05.txt,100,100,10044
synth-n_500-m_8412-k_120-p_0.05.txt,120,120,10038
synth-n_500-m_8716-k_150-p_0.05.txt,150,153,10032
synth-n_700-m_13000-k_25-p_0.05.txt,25,25,10009
synth-n_700-m_13374-k_30-p_0.05.txt,30,30,10007
synth-n_700-m_13738-k_50-p_0.05.txt,50,50,10013
synth-n_700-m_14360-k_70-p_0.05.txt,70,70,10022
synth-n_700-m_14970-k_100-p_0.05.txt,100,100,10021
synth-n_700-m_15640-k_120-p_0.05.txt,120,120,10036
synth-n_700-m_16024-k_150-p_0.05.txt,150,150,10099
synth-n_700-m_16823-k_200-p_0.05.txt,200,201,10141
synth-n_700-m_26060-k_25-p_0.1.txt,25,25,10031
synth-n_700-m_26206-k_30-p_0.1.txt,30,30,10049
