name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,num_constraints,verified,millis
synth-n_300-m_12194-k_100-p_0.2.txt,300,12194,0,0,100,100,12581,true,5920
synth-n_300-m_12407-k_120-p_0.2.txt,300,12407,0,0,120,0,12801,false,90000
synth-n_300-m_2373-k_15-p_0.05.txt,300,2373,70,0,15,15,2167,true,34
synth-n_300-m_2470-k_20-p_0.05.txt,300,2470,74,1,20,20,2272,true,87
synth-n_300-m_2597-k_25-p_0.05.txt,300,2597,48,0,25,25,2589,true,43
synth-n_300-m_2657-k_30-p_0.05.txt,300,2657,30,0,30,30,2833,true,51
synth-n_300-m_2835-k_50-p_0.05.txt,300,2835,13,0,50,50,3087,true,166
synth-n_300-m_2943-k_70-p_0.05.txt,300,2943,9,0,70,70,3238,true,23013
synth-n_300-m_3132-k_100-p_0.05.txt,300,3132,1,0,-1,0,3497,false,90000
synth-n_300-m_3265-k_120-p_0.05.txt,300,3265,1,0,-1,0,3629,false,90000
synth-n_300-m_4857-k_15-p_0.1.txt,300,4857,26,0,15,15,4742,true,89
synth-n_300-m_4934-k_25-p_0.1.txt,300,4934,11,0,25,25,5210,true,78
synth-n_300-m_4954-k_20-p_0.1.txt,300,4954,18,0,20,20,5054,true,85
synth-n_300-m_5319-k_30-p_0.1.txt,300,5319,6,0,30,30,5560,true,87
synth-n_300-m_5550-k_50-p_0.1.txt,300,5550,1,0,50,50,5866,true,188
synth-n_300-m_5939-k_70-p_0.1.txt,300,5939,0,0,70,70,6305,true,386
synth-n_300-m_6233-k_100-p_0.1.txt,300,6233,0,0,100,100,6614,true,34283
synth-n_300-m_6319-k_120-p_0.1.txt,300,6319,0,0,120,0,6706,false,90000
synth-n_300-m_9556-k_15-p_0.2.txt,300,9556,1,0,15,15,9861,true,176
synth-n_3000-m_240581-k_120-p_0.05.txt,3000,240581,0,0,-1,120,243699,true,6921
synth-n_3000-m_245845-k_150-p_0.05.txt,3000,245845,0,0,-1,150,248995,true,8326
synth-n_3000-m_251178-k_200-p_0.05.txt,3000,251178,0,0,-1,200,254374,true,12046
