name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,num_constraints,verified,millis
synth-n_2000-m_444160-k_150-p_0.2.txt,2000,444160,0,0,-1,0,444235,false,90000
synth-n_2000-m_457573-k_200-p_0.2.txt,2000,457573,0,0,-1,0,457674,false,90000
synth-n_2300-m_142851-k_100-p_0.05.txt,2300,142851,1,0,-1,100,142936,true,14944
synth-n_2300-m_144829-k_120-p_0.05.txt,2300,144829,2,0,-1,120,144927,true,38920
synth-n_2300-m_147738-k_150-p_0.05.txt,2300,147738,1,0,-1,150,147874,true,41344
synth-n_2300-m_152429-k_200-p_0.05.txt,2300,152429,0,0,-1,200,152608,true,78128
synth-n_2300-m_284623-k_100-p_0.1.txt,2300,284623,0,0,-1,0,284689,false,90000
synth-n_2300-m_286796-k_120-p_0.1.txt,2300,286796,0,0,-1,0,286874,false,90000
synth-n_2300-m_292795-k_150-p_0.1.txt,2300,292795,0,0,-1,0,292885,false,90000
synth-n_2300-m_302503-k_200-p_0.1.txt,2300,302503,0,0,-1,0,302630,false,90000
synth-n_2300-m_563042-k_100-p_0.2.txt,2300,563042,0,0,-1,0,563094,false,90000
synth-n_2300-m_569928-k_120-p_0.2.txt,2300,569928,0,0,-1,0,569990,false,90000
synth-n_2300-m_580179-k_150-p_0.2.txt,2300,580179,0,0,-1,0,580255,false,90000
synth-n_2300-m_595551-k_200-p_0.2.txt,2300,595551,0,0,-1,0,595652,false,90000
synth-n_250-m_1653-k_10-p_0.05.txt,250,1653,250,10,10,10,0,true,1
synth-n_250-m_1708-k_15-p_0.05.txt,250,1708,79,1,15,15,1218,true,25
synth-n_250-m_1797-k_25-p_0.05.txt,250,1797,39,0,25,25,1682,true,109
synth-n_250-m_1806-k_20-p_0.05.txt,250,1806,67,1,20,20,1373,true,355
synth-n_250-m_1841-k_30-p_0.05.txt,250,1841,32,0,30,30,1720,true,952
synth-n_250-m_1998-k_50-p_0.05.txt,250,1998,12,0,50,50,1974,true,2420
